gobmk_trial1,,,,,,,,,,,,,,,,,"4TDM vs 3(Ge, Gr)","4Gr vs 3(TDM, Ge)","4Ge vs 3(TDM, Gr)"
GENETIC,1,1.019594992,1.010869448,1.001953567,1.003926464,1.030243687,1.02109645,1.012576544,1.023096135,1.014579064,1.005780545,1.031538963,1.033551765,1.024559713,1.016184903,1.034888544,0,0,0
,,,,,,,,,,,,,,,,,,,
lbquantum_trial1,,,,,,,,,,,,,,,,,,,
TDM,1,1.039636247,1.025594311,1.01907348,1,1.067329334,1.060269875,1.045665202,1.039637475,1.025592992,1.019073367,1.08908566,1.067327596,1.060267802,1.045666435,1.08908425,0.966089796,0.990097481,1.009878523
GREEDY,1,1.050984416,1.032798224,1.024398786,1,1.087266568,1.077964044,1.058838532,1.050988073,1.032794621,1.024394219,1.116151652,1.087252347,1.077953665,1.058830824,1.116148392,0,0,0
GENETIC,1,1.055722855,1.035757687,1.026584545,1,1.0955778,1.085330911,1.064268963,1.055656456,1.035744289,1.026567903,1.127311617,1.095448923,1.085203591,1.064187517,1.127177582,0,0,0
,,,,,,,,,,,,,,,,,,,
lbquantum_trial2_1,,,,,,,,,,,,,,,,,,,
TDM,1,1.028833538,1.018690015,1.013943981,1,1.048612248,1.043609905,1.033163122,1.028831541,1.018686281,1.013948038,1.063961521,1.048620213,1.043606511,1.033163079,1.063983031,1.004571874,0.995296107,0.986040817
GREEDY,1,1.026862148,1.017427333,1.013013683,1,1.045093176,1.040424513,1.030804082,1.026792912,1.017366457,1.01297073,1.059140772,1.044955255,1.040359378,1.030712008,1.05895676,0,0,0
GENETIC,1,1.023044939,1.015038305,1.011238191,1,1.038278104,1.034427327,1.026302943,1.022776507,1.01483024,1.011078878,1.049645387,1.037830432,1.034057645,1.025851721,1.049109487,0,0,0
,,,,,,,,,,,,,,,,,,,
astar_trial1,,,,,,,,,,,,,,,,,,,
TDM,1,1.046476387,1.024164432,1.004181092,1,1.072969886,1.051054243,1.028550164,1.046477538,1.024164065,1.004181144,1.077784102,1.072970199,1.051058403,1.028550785,1.0777841,0.969720229,0.990837253,1.009091534
GREEDY,1,1.059994259,1.031000769,1.005334466,1,1.094885186,1.065978299,1.036667664,1.059986353,1.030996612,1.00533367,1.101275879,1.094863178,1.065985448,1.036663086,1.101254367,0,0,0
GENETIC,1,1.065866938,1.033952491,1.005827038,1,1.104364056,1.072438352,1.040137379,1.065822709,1.033913058,1.005821882,1.111438194,1.104331774,1.072341284,1.040094163,1.111288166,0,0,0
,,,,,,,,,,,,,,,,,,,
astar_trial2_1,,,,,,,,,,,,,,,,,,,
TDM,1,1.036815096,1.019227153,1.003340053,1,1.057490665,1.040402475,1.022694856,1.036817082,1.019227621,1.00333955,1.061223532,1.057502177,1.040398796,1.022698777,1.061228266,1.002425392,0.997371346,0.984312553
GREEDY,1,1.035522642,1.018552928,1.003225455,1,1.055253322,1.038866494,1.021841872,1.035407106,1.018504867,1.003217608,1.058660599,1.05508392,1.038740941,1.021794642,1.058433943,0,0,0
GENETIC,1,1.028284276,1.014831868,1.002594224,1,1.043255093,1.030531926,1.01721996,1.027820578,1.014577661,1.002553633,1.045349579,1.042536048,1.030029142,1.01694194,1.044575645,0,0,0
,,,,,,,,,,,,,,,,,,,
omentpp_trial1,,,,,,,,,,,,,,,,,,,
TDM,1,1.032951896,1.023422437,1.01051215,1.022695381,1.057964249,1.044172077,1.034434603,1.057187569,1.047205794,1.033693243,1.069734081,1.083401175,1.068941868,1.058740512,1.095745588,0.978940091,1.005170772,1.026126467
GREEDY,1,1.042319892,1.030006961,1.013418346,1.029070646,1.074954714,1.056908349,1.044245595,1.073948837,1.060861819,1.043283799,1.090474805,1.108606118,1.089427221,1.075971329,1.12510607,0,0,0
GENETIC,1,1.04633676,1.032808811,1.014657377,1.031773518,1.08220787,1.062316896,1.048416426,1.081079785,1.066659835,1.047331215,1.099267811,1.11931833,1.098097557,1.083231248,1.137570079,0,0,0
,,,,,,,,,,,,,,,,,,,
omentpp_trial2_1,,,,,,,,,,,,,,,,,,,
TDM,1,1.025545767,1.018197279,1.008189165,1.017635335,1.044693467,1.034159202,1.026682831,1.04409918,1.036488158,1.026114957,1.053624237,1.063955336,1.05303139,1.045281275,1.073227441,1.01353398,1.003052312,0.9857909
GREEDY,1,1.023745269,1.016933354,1.007623558,1.016389681,1.041371297,1.031643152,1.024730402,1.040795972,1.033774645,1.024188123,1.049422968,1.058896359,1.04886144,1.041736087,1.06720286,0,0,0
GENETIC,1,1.018372868,1.013066514,1.005895702,1.01268196,1.031213298,1.023989415,1.018782414,1.030988293,1.025601068,1.018379219,1.036667843,1.043687134,1.036236222,1.031186808,1.048837488,0,0,0
